,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
869,"[[15518  9641]
 [ 1119 23722]]","(array([0.        , 0.38320283, 1.        ]), array([0.       , 0.9549535, 1.       ]), array([2, 1, 0]))",0.954953504287267,0.6066914218438801,0.7848,0.7110271858046339,0.7858753371430373,7.432898858561269,0.8151329805511649,0.749306665487419,xgboost,s-1-4-0,s-2-2-1
870,"[[ 80847  44430]
 [  7306 117417]]","(array([0.        , 0.35465409, 1.        ]), array([0.        , 0.94142219, 1.        ]), array([2, 1, 0]))",0.9414221915765336,0.6140511800782593,0.793056,0.7254814732432483,0.7933840525161577,7.147734646723691,0.8194647032138744,0.7603634710553276,xgboost,s-1-4-0,s-2-2-2
871,"[[161678  88704]
 [ 14485 235133]]","(array([0.        , 0.35427467, 1.        ]), array([0.        , 0.94197133, 1.        ]), array([2, 1, 0]))",0.9419713321955949,0.6151374167545939,0.793622,0.726084419013269,0.7938483319443839,7.128185449809773,0.8200573715461545,0.7609649662193214,xgboost,s-1-4-0,s-2-2-3
872,"[[ 81048  43750]
 [  7426 117776]]","(array([0.        , 0.35056652, 1.        ]), array([0.        , 0.94068785, 1.        ]), array([2, 1, 0]))",0.9406878484369259,0.6170519230492236,0.795296,0.7291457721976647,0.7950606664739478,7.070365612694081,0.8215172567729696,0.763484272130646,xgboost,s-1-4-0,s-2-3-0
873,"[[13004 12082]
 [ 1449 23465]]","(array([0.        , 0.48162322, 1.        ]), array([0.        , 0.94183993, 1.        ]), array([2, 1, 0]))",0.941839929356988,0.5075973510699002,0.72938,0.6601119644414437,0.7301083566102489,9.347076882713761,0.776202841501133,0.7021160728178,xgboost,s-1-4-0,s-2-3-1
874,"[[ 80639  44335]
 [  7208 117818]]","(array([0.        , 0.35475379, 1.        ]), array([0.        , 0.94234799, 1.        ]), array([2, 1, 0]))",0.9423479916177435,0.6154057427782126,0.793828,0.7265853854076089,0.7937971014148378,7.121070407499796,0.8205196062386179,0.7614543235983754,xgboost,s-1-4-0,s-2-3-2
875,"[[214464  35345]
 [164172  86019]]","(array([0.       , 0.1414881, 1.       ]), array([0.        , 0.34381333, 1.        ]), array([2, 1, 0]))",0.3438133266184635,0.23595763327924177,0.600966,0.7087686628654296,0.6011626148562137,13.78220262350913,0.4630216253313776,0.5846486154364797,xgboost,s-1-4-0,s-2-3-3
876,"[[107408  17554]
 [ 82048  42990]]","(array([0.       , 0.1404747, 1.       ]), array([0.        , 0.34381548, 1.        ]), array([2, 1, 0]))",0.3438154800940514,0.23732567895526752,0.601592,0.7100621035940803,0.6016703878919707,13.760580970476731,0.4632992423834208,0.585353499594242,xgboost,s-1-4-0,s-2-4-0
877,"[[15384  9591]
 [ 1271 23754]]","(array([0.        , 0.38402402, 1.        ]), array([0.        , 0.94921079, 1.        ]), array([2, 1, 0]))",0.9492107892107892,0.5995758001235851,0.78276,0.7123706702654071,0.7825933825933826,7.503357162809457,0.8139112557820798,0.7497869385436066,xgboost,s-1-4-0,s-2-4-1
878,"[[106932  18128]
 [ 82295  42645]]","(array([0.        , 0.14495442, 1.        ]), array([0.        , 0.34132384, 1.        ]), array([2, 1, 0]))",0.3413238354410117,0.228895321683449,0.598308,0.7017096407944318,0.5981847067817565,13.874008148033322,0.4592570256255621,0.5793653812711939,xgboost,s-1-4-0,s-2-4-2
